KOI,radius_rearth,radius_rearth_uperr,radius_rearth_lowerr,mass_mearth,mass_mearth_uperr,mass_mearth_lowerr
265.01,1.36,0.23,-0.23,2.390382867628203,2.0631812346787086,-1.080491635277183
266.01,1.77,0.29,-0.28,4.098978833346053,3.2275776127594966,-1.7576659253590754
266.02,1.74,0.28,-0.28,4.056906760155094,3.269649685950456,-1.7155938521681162
267.01,15049.8,6523.0,-4104.0,nan,nan,nan
268.01,3.02,0.14,-0.15,9.594094768083302,7.202460380669283,-4.226499272331216
269.01,1.83,0.07,-0.11,4.54690327538981,3.250031908297913,-1.6659279444727297
270.01,1.53,0.05,-0.03,3.3311607874905254,2.263783879571037,-1.0849865414711517
270.02,1.86,0.06,-0.04,4.362141002802925,3.1179676779881973,-1.6549710848123627
271.01,2.48,0.06,-0.06,7.028843665069428,5.276680004036968,-2.929864831723375
271.02,2.5,0.07,-0.05,6.743228368116606,5.30968658379029,-2.8108105101565237
271.03,1.46,0.04,-0.03,3.003001544435849,2.1464830564814856,-0.9781023695900597
272.01,4.52,0.95,-1.43,18.249553875309726,20.25752198500818,-9.419324765298937
273.01,2.07,0.05,-0.07,5.043775592974663,3.9715201882072027,-1.8479756874233586
274.01,1.42,0.09,-0.06,2.8218344522193743,1.8203642274945744,-0.9581543374426666
274.02,1.29,0.08,-0.06,2.1106655389003737,1.5086598358710233,-0.6576332162329928
275.01,2.4,0.11,-0.17,6.604802868019469,4.958344912048952,-2.8321778220443012
275.02,2.57,0.13,-0.18,7.32655644610555,6.609764782292397,-3.1416699473481824
276.01,2.4,0.12,-0.13,6.813891700374821,4.7492560796936,-2.9621988125422183
277.01,3.54,0.16,-0.18,12.052914951906896,9.942103179718679,-5.30968658379029
277.02,1.45,0.07,-0.07,2.8809753309170802,2.2685092700002545,-0.9383574254637548
279.01,6.08,0.34,-0.43,29.406032740434362,25.380860847873414,-13.292001391497688
279.02,2.59,0.15,-0.18,7.176156343264998,5.919405146656712,-3.077177509918945
279.03,0.96,0.06,-0.07,0.8651174558921882,0.5580869097578175,-0.3282205626888324
280.01,2.25,0.1,-0.1,5.954150663588532,4.255903077642868,-2.4818956663845677
281.01,2.45,0.12,-0.09,6.743228368116606,5.062263437373559,-2.8108105101565237
282.01,2.98,0.13,-0.12,9.015295781181866,6.767945517902097,-3.865811180264531
282.02,1.02,0.05,-0.04,1.0426706459974515,0.6374146516038601,-0.3396064285886662
282.03,1.85,0.08,-0.07,4.407852552554918,3.229026558120349,-1.7006826345643558
283.01,2.13,0.31,-0.21,5.480091221312087,4.31507955052021,-2.217312753496898
283.02,0.83,0.12,-0.08,0.5045066171670562,0.47526109445634124,-0.22804513334379323
283.03,0.73,0.13,-0.06,0.30667238778810174,0.2888950307096784,-0.13150290064406994
284.01,1.93,0.27,-0.31,4.739491314578365,3.558021808512584,-1.858515983661285
284.02,1.4,0.2,-0.22,2.5971647483107834,2.3430718392022882,-1.1441324256434025
284.03,1.22,0.17,-0.19,1.9027396986983114,1.7165856760730855,-0.9024377125218923
284.04,1.41,0.2,-0.23,2.6515969299070465,2.288639657606025,-1.1370201606237185
285.01,3.63,0.26,-0.18,12.563426637884023,10.84371312795765,-5.387270294619024
285.02,2.31,0.17,-0.11,6.206343888709523,4.003709852521877,-2.5870185139381263
285.03,1.91,0.13,-0.1,4.54690327538981,3.580277873026044,-1.6659279444727297
286.01,3.84,1.0,-1.51,12.961148153361275,15.841235330996607,-7.006997489772743
287.01,20.88,6.48,-2.77,48338.73659606426,20436.39521837059,-48114.234075558765
288.01,3.04,0.15,-0.21,9.594094768083302,7.913893069094655,-4.114003546771215
289.01,3.13,0.49,-0.66,9.594094768083302,9.827114874359523,-4.65385818057023
289.02,7.56,1.17,-1.6,49.38972825279709,2492.5084984917175,-26.463092015984675
290.01,2.55,0.8,-0.53,6.743228368116606,6.626793947437406,-3.3422520831575513
291.01,2.72,0.41,-0.61,7.480108680791123,7.661784572252413,-3.4652739938269876
291.02,2.04,0.31,-0.46,5.043775592974663,3.9715201882072027,-2.3366056749841007
292.01,1.44,0.19,-0.16,2.8218344522193743,2.0169885863387074,-1.1065374076252192
293.01,1.52,0.3,-0.42,3.130196284260946,2.5820089625680733,-1.5838765468810685
294.01,2.78,0.48,-0.48,8.29751312309095,7.161728609211368,-4.112626624333582
295.01,1.94,0.3,-0.22,4.739491314578365,3.909470186833409,-1.858515983661285
295.02,1.28,0.2,-0.14,2.0673376376622215,1.8650802202978607,-0.8864863834793184
296.01,2.53,0.37,-0.37,7.176156343264998,6.474079032742613,-3.3244634554323955
297.01,2.03,0.36,-0.3,4.838823038558082,4.558323429133876,-2.0169885863387074
298.01,1.5,0.09,-0.1,3.1957999055513047,2.1717955902007815,-1.1284622678890832
298.02,1.62,0.1,-0.11,3.6951803147337796,3.0480480533828263,-1.3538674067468017
299.01,1.88,0.27,-0.28,4.4535641023069115,3.5067816590458767,-1.856399353996128
300.01,2.07,0.43,-0.65,4.992006090243867,5.218047650987533,-2.5003764791720284
301.01,2.33,0.38,-0.29,6.4692189770198,4.856559634043283,-2.7740386622860203
301.02,1.32,0.22,-0.16,2.293250260175081,2.0688907426278442,-0.9559059224802198
302.01,7.61,1.38,-2.56,52.56064192772363,4586.07638563606,-31.01713918580541
302.02,0.0,0.0,0.0,nan,nan,nan
303.01,2.78,0.39,-0.38,8.47141496794205,7.311826331141914,-3.731923653363684
304.01,2.14,0.3,-0.11,5.480091221312087,4.114003546771215,-2.284291315760782
304.02,0.46,0.06,-0.02,0.06019624495754053,0.033823315866433584,-0.02322552926729185
305.01,1.51,0.08,-0.06,3.1957999055513047,2.284291315760782,-1.1284622678890832
306.01,2.14,0.21,-0.09,5.594944667061562,4.405516321560252,-2.3321661992463736
307.01,1.78,0.29,-0.15,4.098978833346053,3.3811298474450693,-1.658497582694606
307.02,1.18,0.19,-0.1,1.6800852976013116,1.385854081450891,-0.7003175859779142
308.01,3.72,0.64,-0.43,13.650235376007611,11.781756746219642,-6.323678929902061
309.01,0.53,0.03,-0.05,0.10005579389659561,0.05144063734337739,-0.039235284943503514
311.01,3.33,0.35,-0.31,11.563147780068421,9.53810831408771,-5.484208186404207
312.01,2.06,0.36,-0.27,5.367595495752086,4.42757527608021,-2.364593951316237
312.02,1.94,0.34,-0.26,4.642198679713949,4.0067628216978255,-1.9350287617233861
313.01,2.1,0.14,-0.12,5.257409090923838,3.946832045928847,-2.127212806662892
313.02,1.5,0.1,-0.08,3.1957999055513047,2.1717955902007815,-1.085134366650931
314.01,1.42,0.09,-0.13,2.8218344522193743,2.1184021352936973,-0.919094753521063
314.02,1.24,0.08,-0.12,1.9426179054533255,1.458358379505729,-0.6859537743342023
314.03,0.59,0.04,-0.06,0.14838650108300547,0.08580469818116171,-0.054366940259031354
315.01,2.03,0.12,-0.09,5.043775592974663,4.160465543878022,-2.040774048538814
316.01,2.62,0.4,-0.31,7.251356394685274,6.398878981322337,-3.0664698959279066
316.02,2.63,0.41,-0.32,7.716907147181495,6.219414081216452,-3.617928313835442
316.03,2.11,0.33,-0.25,5.257409090923838,4.537761680908458,-2.316053388492461
317.01,3.02,0.53,-0.28,9.397146467691957,7.75143607579685,-4.247661866774623
317.02,0.99,0.17,-0.09,0.9596549662058229,0.8282949751922528,-0.4445747434097759
318.01,8.56,1.57,-1.92,79.58309424801001,8385.332317036251,-50.78071076365213
319.01,10.02,0.73,-0.4,2819.6694451962853,12310.606434188112,-2740.086350948275
320.01,26.26,6.0,-3.0,67363.31072578934,19037.838585681806,-20016.875357281293
321.01,1.41,0.21,-0.08,2.6515969299070465,2.288639657606025,-1.0060005499028213
321.02,0.77,0.12,-0.05,0.3933424067419109,0.29528925543036966,-0.16395870206442714
322.01,584.67,0.0,0.0,nan,nan,nan
323.01,1.92,0.2,-0.1,4.54690327538981,3.580277873026044,-1.7250688231704356
324.01,1.96,0.41,-0.54,4.690844997146157,5.1043257746861395,-2.349532089159179
325.01,7.84,1.17,-2.55,57.1074400724419,4678.747576149065,-34.65144355200502
326.01,36.0,5.85,-8.77,97851.51804066857,27654.24361942761,-23126.941351366346
326.02,29.67,4.82,-7.23,81188.68279978291,20807.421314021412,-21708.078056226623
327.01,1.38,0.22,-0.12,2.5971647483107834,2.142326566267582,-0.9853492948041929
327.02,1.57,0.25,-0.14,3.4722549972039642,2.734088891505559,-1.3615894583035906
328.01,30.03,4.75,-4.26,79522.03540104936,16320.779303382238,-16222.663686173248
329.01,20.8,6.08,-2.03,47346.43536850805,18634.03623833556,-47126.541452661564
330.01,1.85,0.28,-0.2,4.272594643575012,3.5243405401127115,-1.6754298952642284
330.02,0.83,0.13,-0.09,0.5097934199815517,0.4301616767602865,-0.24456587911687305
331.01,3.64,0.57,-0.86,13.09556148992171,11.81436078151551,-6.211006457288675
331.02,23.26,3.66,-5.49,59480.60474355629,16810.072721871788,-58965.919707763125
332.01,1.91,0.29,-0.13,4.642198679713949,3.8292162882281007,-1.9350287617233861
332.02,0.79,0.12,-0.06,0.4229822602353147,0.37325600166000905,-0.18388280942688762
333.01,4.03,0.94,-1.24,15.141893253043536,16.15206223247491,-8.805474890691617
334.01,1.23,0.38,-0.19,nan,nan,nan
335.01,5.25,1.48,-1.48,22.455996520436877,27.96885692378099,-12.031957316900186
336.01,2.8,0.57,-0.86,8.127181148415854,8.669374000336731,-4.507855773644457
337.01,2.1,0.32,-0.28,5.257409090923838,4.139737376768119,-2.127212806662892
337.02,1.56,0.64,-0.13,3.1957999055513047,3.273419071468495,-1.6812231362679766
338.01,1.5,0.08,-0.07,3.2627784678151888,2.3321661992463736,-1.1078769481295643
338.02,0.73,0.04,-0.03,0.31309972248587153,0.1810503448253521,-0.10631306061061965
339.01,2.1,0.35,-0.31,5.257409090923838,4.537761680908458,-2.0616091853725336
339.02,2.55,0.42,-0.38,7.480108680791123,5.889913634762889,-3.5476908228310404
339.03,2.44,0.41,-0.36,6.33641836235192,5.226729417716501,-2.717092987580523
340.01,17.74,3.15,-1.95,2849.217197101934,48592.95742795049,-2674.182105924894
341.01,2.73,0.32,-0.26,7.558493895733195,7.272565431548541,-3.285899252158183
341.02,1.74,0.2,-0.17,4.098978833346053,3.2275776127594966,-1.658497582694606
343.01,2.75,0.44,-0.48,8.127181148415854,6.101221808097897,-3.9422946496584865
343.02,1.94,0.31,-0.34,4.642198679713949,4.0067628216978255,-2.0450339314031654
343.03,1.67,0.27,-0.29,3.6951803147337796,3.0480480533828263,-1.584514775833406
344.01,2.87,0.37,-0.14,8.47141496794205,7.311826331141914,-3.6325919293839677
345.01,2.81,0.12,-0.19,8.29751312309095,7.161728609211368,-3.4586900845328676
346.01,2.62,0.18,-0.11,7.558493895733195,5.2682409210676475,-3.1963528929302694
347.01,22.36,6.15,-4.6,53621.05263115753,21103.524058144692,-53327.06752734411
348.01,3.27,0.19,-0.13,10.64250943930535,8.380020148053212,-4.9303041924763304
349.01,2.54,0.37,-0.34,7.480108680791123,5.0833179570929,-3.4652739938269876
350.01,2.02,0.3,-0.2,4.940236587513072,4.264004549339614,-2.1184021352936973
351.01,10.89,1.77,-1.45,1981.8102125499156,13465.570665585106,-1891.6803167719265
351.02,7.7,1.25,-1.03,52.56064192772363,3796.1770965883047,-26.595638253398167
351.03,2.84,0.46,-0.38,8.648961501411774,7.4650698475249,-4.0067628216978255
351.04,2.62,0.43,-0.35,7.32655644610555,6.043465869448462,-3.2275776127594966
351.05,1.53,0.25,-0.2,3.1957999055513047,2.7583507580372273,-1.2930602068529933
351.06,1.29,0.21,-0.17,2.1549015196856245,2.029984979071743,-0.9982908690352181
351.07,3.37,0.55,-0.45,11.325778611063082,9.342309307843017,-4.989360248711162
352.01,3.25,0.52,-0.64,10.42403920353669,9.404206153819551,-4.9439479822246035
352.02,2.99,0.48,-0.59,9.397146467691957,7.75143607579685,-4.558323429133876
353.01,11.58,1.98,-2.43,1561.325039637151,11255.56867151699,-1459.2506205697587
353.02,2.86,0.49,-0.6,8.47141496794205,7.980339230961587,-4.109273965139124
353.03,1.97,0.34,-0.41,4.642198679713949,3.8292162882281007,-2.098348725073721
354.01,2.27,0.32,-0.12,6.206343888709523,4.6592145530963505,-2.661316297976682
354.02,1.11,0.16,-0.06,1.365372813706438,1.0751084369450092,-0.5180145541423562
355.01,2.37,0.39,-0.36,6.33641836235192,6.227008275532103,-2.7913907716190787
356.01,5.95,3.57,-3.56,nan,nan,nan
358.01,30.35,4.76,-5.84,81188.68279978291,20807.421314021412,-17889.311084906796
359.01,1.84,0.32,-0.1,4.4535641023069115,3.3433710813808117,-1.856399353996128
360.01,1.47,0.2,-0.1,2.9413557024313772,2.316053388492461,-1.1534057610333015
361.01,1.41,0.2,-0.07,2.5971647483107834,2.3430718392022882,-0.9515683683065581
362.01,14.93,4.59,-1.98,1422.1124350285972,31855.42273881931,-1270.7322369848523
363.01,38.29,9.81,-13.08,108544.44630488238,39614.4478206831,-38327.90401902275
364.01,0.0,0.0,0.0,nan,nan,nan
365.01,2.16,0.25,-0.15,5.594944667061562,4.405516321560252,-2.3321661992463736
365.02,0.62,0.1,-0.03,0.1680515190298241,0.13232547487153526,-0.06799572513322849
366.01,23.23,2.46,-5.74,58259.582407039066,16464.994282263156,-57823.591454126516
367.01,4.52,0.68,-0.36,18.632033666488855,16.081633927850238,-8.207994462952165
368.01,18.6,7.25,-4.45,12951.203921247541,54412.1068045418,-12814.736486163198
369.01,1.59,0.29,-0.31,3.36606853622479,2.7128710574394237,-1.650771491630635
369.02,1.59,0.29,-0.32,3.4009762849590546,2.9354420773928656,-1.5372961701823469
370.01,3.61,0.25,-0.16,13.09556148992171,10.311578275919963,-5.919405146656712
370.02,2.17,0.15,-0.1,5.712205246829019,3.8818895212542825,-2.4494267790138307
371.01,17.14,0.69,-1.59,747.6282196132594,41058.431753214034,-599.3555656826707
371.02,2.46,0.08,-0.08,6.743228368116606,5.56229530098979,-2.728393681152471
372.01,10.02,1.47,-1.33,1364.3252534115793,12853.161190156483,-1308.390119172449
373.01,2.32,0.31,-0.2,6.078939593664214,4.78661884814166,-2.5339120029313724
374.01,2.85,0.45,-0.44,8.47141496794205,7.642616380994625,-3.731923653363684
375.01,10.81,2.66,-2.05,1086.0000114452866,10710.434220646208,-1030.0648772061563
376.01,121.48,39.43,-13.18,nan,nan,nan
376.02,2.99,0.97,-0.33,9.795170771832296,8.45438310347743,-4.956347733274215
377.01,7.74,1.2,-0.42,50.42485344421787,3278.1801545978415,-24.992861321990613
377.02,7.98,1.53,-0.42,61.41070391615241,6270.146143528338,-32.608320431794525
377.03,1.48,0.29,-0.07,3.0659393790522027,2.414151842259884,-1.2405170301149007
378.01,32.92,8.4,-12.61,90060.7450674656,35445.01659263058,-36439.69243630807
379.01,2.78,0.5,-0.6,8.29751312309095,6.844380129952587,-3.935372120288024
379.02,1.83,0.32,-0.4,4.22874057116619,3.4081385395090775,-1.935490310991109
380.01,4.83,0.77,-0.76,20.6680879189061,18.64603114008955,-9.574805744659342
381.01,9.57,2.64,-2.63,393.04062111717076,10464.181396020762,-360.42118295467736
382.01,23.78,7.13,-2.36,60103.91119359239,19418.124207456975,-59685.63662354715
383.01,0.0,0.0,0.0,nan,nan,nan
384.01,3.95,0.59,-1.1,14.52660622377184,13.684519761928122,-7.350449880506841
385.01,1.59,0.16,-0.13,3.5450275907328415,2.5339120029313724,-1.3449629789030286
386.01,3.56,0.57,-0.46,12.305523669106396,10.621112567706021,-5.836304692086596
386.02,3.08,0.49,-0.4,9.795170771832296,7.353411771656511,-4.537761680908458
387.01,2.46,0.1,-0.13,6.604802868019469,5.200688937470696,-2.753109980186866
388.01,3.26,0.51,-0.85,10.000460988621814,9.420748653821011,-4.743051897697976
389.01,1.55,0.22,-0.12,3.1957999055513047,2.7583507580372273,-1.1709007307055153
390.01,1.43,0.31,-0.19,2.6793834239488046,2.0601078906295607,-1.195898000720854
391.01,74.69,11.56,-21.44,nan,nan,nan
392.01,2.98,0.55,-0.55,9.015295781181866,7.781259367570719,-4.176472742623784
392.02,1.33,0.24,-0.25,2.293250260175081,2.0688907426278442,-1.1366396095246747
393.01,2.09,0.38,-0.23,5.149484600917335,4.645686170914962,-2.1464830564814856
394.01,74.76,15.1,-28.04,nan,nan,nan
395.01,29.41,5.15,-3.44,79522.03540104936,18329.482639619207,-17522.077958852497
396.01,36.85,9.97,-9.97,99902.32040233015,33661.14778923559,-31127.188587895303
397.01,14.41,4.69,-1.56,1282.0173240480228,20244.956512462024,-1130.637126004278
398.01,8.73,0.7,-0.42,102.07441906739224,11215.014670817134,-63.56734320707434
398.02,3.44,0.27,-0.17,11.805491805490165,9.295764288665966,-5.062263437373559
398.03,1.82,0.15,-0.09,4.362141002802925,3.434794180884798,-1.7105440728958787
399.01,38.05,5.76,-5.77,104133.76999150624,24002.380216141013,-17732.620680035092
400.01,14.0,4.06,-1.75,1229.9228720791552,17387.815666745242,-1068.8237799035558
401.01,4.15,0.49,-0.32,15.459241732302317,13.343141752055566,-6.443945951120451
401.02,4.28,0.5,-0.33,17.148582543488807,12.873750920722951,-8.133286762306941
401.03,1.67,0.19,-0.13,3.851692887832603,2.891535480284003,-1.4112116371811556
402.01,15.29,4.95,-1.65,2087.3988354669646,38019.88239045124,-1926.299743291365
403.01,5.05,0.86,-0.43,22.926636236812417,20.683614995563534,-10.099901420011575
404.01,34.82,8.75,-2.91,93875.34618165284,21637.858229445454,-19150.76949235062
405.01,15.8,4.03,-1.73,1192.310093879224,40613.74987894807,-1020.8681362441672
406.01,929.36,300.9,-129.3,nan,nan,nan
407.01,7.05,2.05,-0.73,40.13807651849387,93.52794477451968,-21.506042852005013
408.01,3.42,0.41,-0.27,11.325778611063082,9.342309307843017,-4.7209757430436134
408.02,2.74,0.33,-0.21,8.127181148415854,6.399425075355985,-3.6736170461089426
408.03,3.18,0.38,-0.24,10.105257364926608,8.144296510383118,-4.3930521180975886
408.04,1.21,0.14,-0.1,1.7879499413980757,1.277989437654127,-0.678337874040394
408.05,2.05,0.25,-0.16,5.149484600917335,3.4994769004944395,-2.1464830564814856
409.01,2.86,0.43,-0.34,8.47141496794205,6.6704782851014865,-3.731923653363684
410.01,41.57,11.89,-6.41,115513.2044110983,35750.84961446584,-29112.05509962715
411.01,32.21,9.1,-6.64,88211.9713059199,29722.194549138032,-26212.013863723034
412.01,7.31,1.99,-1.62,45.457401317758645,2246.0333995399715,-25.629155960402404
413.01,3.0,0.64,-0.28,9.015295781181866,8.85962987692498,-4.373097101467917
413.02,2.33,0.5,-0.22,6.206343888709523,5.119434722353559,-2.875183101218998
414.01,17.53,5.44,-2.33,5828.702543396426,48916.156683434514,-5642.4298693486235
414.02,2.77,0.86,-0.37,7.636879110675268,7.822362621627049,-3.6220444237111327
415.01,7.03,1.04,-0.84,40.97930273311906,49.15059304486996,-20.311214814212963
416.01,3.08,0.23,-0.12,9.795170771832296,7.353411771656511,-4.31507955052021
416.02,2.96,0.22,-0.12,9.015295781181866,7.781259367570719,-3.865811180264531
416.03,0.78,0.06,-0.03,0.4100027661681042,0.21079042784900331,-0.13921650451835932
416.04,0.74,0.07,-0.02,0.34018465115299407,0.21945297649002155,-0.11550975245103495
417.01,12.23,3.56,-1.19,1529.2740415650926,13918.106836569928,-1418.3695975547587
418.01,9.94,1.44,-1.3,1451.9175070264844,13063.543412146984,-1394.8100669540424
419.01,39.89,11.34,-3.77,110819.35436236173,31319.14031227112,-24418.20505089058
420.01,3.8,0.29,-0.38,13.650235376007611,10.748334133878753,-6.474079032742613
421.01,11.76,3.12,-1.77,1229.9228720791552,13285.538047094313,-1145.2303931317126
422.01,14.38,4.48,-1.92,1167.8342624219254,24777.24818113638,-1044.8105044987285
423.01,14.43,2.49,-3.03,1350.3217676041277,23029.528332892143,-1192.52972973282
423.02,11943.8,2456.0,-2393.0,nan,nan,nan
424.01,28.66,7.98,-2.67,76290.67746542807,17584.66871622477,-22669.624834270544
425.01,14.88,4.81,-1.6,1364.3252534115793,27415.96006623066,-1216.0525994809907
426.01,3.84,1.19,-0.73,13.370022315554012,12.59498135877145,-6.765219447534543
427.01,4.2,0.45,-0.5,16.796555148752585,12.609477591681777,-7.781259367570719
427.02,2.98,0.32,-0.35,9.204241136852685,7.5923140118999,-3.7241499155405986
427.03,2.68,0.29,-0.32,7.636879110675268,6.29944211772268,-3.4519926119179
428.01,13.44,1.02,-1.12,1308.8862394056341,12908.600204162429,-1114.7238243898537
429.01,4.17,0.53,-0.49,15.783241299083963,13.6227914413504,-7.134279797672189
430.01,2.53,0.12,-0.11,6.743228368116606,5.820198269767417,-2.8108105101565237
430.02,0.84,0.04,-0.04,0.5596376276430156,0.2703259977134822,-0.19761248049012636
431.01,2.82,0.53,-0.39,7.960345761352788,8.153685587583887,-3.598204758549863
431.02,2.6,0.49,-0.36,7.403332563448336,6.532988664949611,-3.4709147054882536
432.01,3.77,1.31,-0.44,13.650235376007611,12.858950871282406,-7.045432507988142
433.01,4.48,0.42,-0.21,19.421209642442825,16.019997727567585,-8.997170438906135
433.02,10.99,1.03,-0.51,2364.032729130001,11853.453714438063,-2206.240691258693
434.01,12.34,3.3,-1.11,1901.2798523180397,14200.388265666781,-1764.812417233697
435.01,4.04,0.54,-0.4,14.831059327281736,14.574973413152627,-6.8707135659289476
435.02,7.89,3.32,-0.59,64.67564085704855,6958.775257146564,-39.765718585611324
435.03,2.36,0.32,-0.23,6.33641836235192,5.716496589554976,-2.6412380476181405
435.04,1.5,0.2,-0.15,3.0659393790522027,2.414151842259884,-1.277989437654127
435.05,3.05,0.4,-0.3,9.015295781181866,7.43645841772177,-3.9715201882072027
435.06,1.32,0.17,-0.13,2.2461742460193737,1.9387122527379939,-0.8521855268373157
436.01,21.48,4.95,-1.75,50386.16578776836,15594.305819075249,-50142.24250666556
